authors,title,description,categories,pageCount,language,publishedDate,averageRating
['Arthur George Hill'],Architectural and Historical Notices of the Churches of Cambridgeshire,,['Cambridgeshire (England)'],238.0,en,1880,
['George M. Brock-Arnold'],Gainsborough,,['Painters'],128.0,en,1881,
['John George Edgar'],Noble Dames of Ancient Story,,['Countesses'],281.0,en,1864,
['James George Frazer'],Killing the god,,['Dying and rising gods'],,en,1900,
['GEORGE MACAULAY TREVELYAN'],"GARIBALDI AND THE MAKING OF ITALY: JUNE-NOVEMBER, 1860",,,,en,1914,
"['William George Clark', 'Alfred Heaton Cooper']",Norfolk & Suffolk,,['Norfolk (England)'],275.0,en,1921,
['George Bradshaw'],Bradshaw's illustrated handbook for tourists in Great Britain and Ireland. Section 2. 4 sections,,,,en,1876,
"['Bill Devall', 'George Sessions']",Deep Ecology,"""A Peregrine Smith book""--T.p. verso. Includes bibliographical references (p. 259-264). Explores the philosophical, psychological, and sociological roots of today's environmental movement. Young Adult.",['Conservation of natural resources'],266.0,en,1985,5.0
['George Watson'],British Literature Since 1945,"Britain is an island, and this is an account by a literary historian - the first to be attempted - of its literature since the end of the Second World War in 1945. It sees the literature of this island as a surprisingly self-sufficient art, subject to foreign influences but rarely dependent on them; and in its theatre and fiction, a story of international success. It considers the New Novel of the 1950s with Kingsley Amis, Iris Murdoch and others, the literature of Christian revival with Tolkien and C.S. Lewis, the new theatre of Osborne, Pinter and Stoppard, the poetry of Philip Larkin; and its emphasis throughout is on the argumentative issues that they raise and struggle to answer. This is the story of a nation reflected in its literature since it emerged in victory at the end of Hitler's war.",['Language Arts & Disciplines'],208.0,en,1991-01-16,
['George H. Pollock'],The Mourning-liberation Process,,['Psychology'],336.0,en,1989,
"['George Edgar Slusser', 'Paul Kent Alkon', 'Roger Gaillard']",Transformations of Utopia,"This collection of essays from a conference to celebrate Switzerland's 700th birthday on utopian literature, reassess the ideas of utopia, its history and role in today's world The resulting essays, in English and French re-examine both traditional and new manifestations of utopian thought.",['Political Science'],342.0,en,1999,
['George P. Elliott'],A Piece of Lettuce,,['Literature'],270.0,en,1964,
['George Woodcock'],Writers and Politics,"The author of four truly important novels--The Recognitions in 1955, J R in 1975, Carpenter's Gothic in 1985, and A Frolic of His Own in 1995--William Gaddis is considered by many literary scholars to be one of the most outstanding novelists of the twentieth century, to be spoken of in the same breath as James Joyce, Robert Musil, and Thomas Pynchon. Hints and Guesses: William Gaddis's Fiction of Longing is the first scholarly work to discuss all four Gaddis novels. While not dismissing the inclination of many scholars to view Gaddis's fiction as postmodern, Christopher Knight moves critical response in another direction, toward a discussion of Gaddis's significance as a satirist and social critic. Knight investigates Gaddis's predominant thematic interests, including those of contemporary aesthetics, Flemish painting, forgery, corporate America, Third World politics, and the U.S. legal system. What Knight finds is an author not only acutely sensitive to post-war social realities but also one whose critique carries with it an implied utopian dimension.",['Literary Criticism'],268.0,en,1990,
['George Sutherland Fraser'],The Modern Writer and His World,,['Literary Criticism'],426.0,en,1975,3.0
['George Mackay Brown'],Rockpools and Daffodils,"Selections from the author's weekly column, Under Brinkie's Brae, published in the Orkney newspaper, The Orcadian.",['Biography & Autobiography'],272.0,en,1992,
"['George S. Robinson', 'Harold M. White']",Envoys of Mankind,"Looks at the history of the space program, describes the development of space law, and argues that new laws should be based on the needs of astronauts and space colonists, and not on international law",['Law'],292.0,en,1986,
['George Watson'],Modern Literary Thought,,['Criticism'],96.0,en,1978,
['George P. Rawick'],Marxism and American Intellectuals in the Nineteen-thirties,,['Socialism'],,en,1952,
['George Woodcock'],Taking it to the Letter,,"['Authors, Canadian']",159.0,en,1981,
"['George Richard Esenwein', 'Adrian Shubert']",Spain at War,"In this engrossing book, two of the ablest young historians of modern Spain examine the ill-fated republic and its tragic aftermath, setting them in their full historic and historiographic context.",['Spain'],313.0,en,1995,
['George Woodcock'],Beyond the Blue Mountains,,"['Authors, Canadian']",300.0,en,1987,
['George Watson'],The Discipline of English,,['Language Arts & Disciplines'],125.0,en,1979,
['George Scialabba'],What are Intellectuals Good For?,"Nonfiction. Politics. Literary Criticism. WHAT ARE INTELLECTUALS GOOD FOR? appraises a large gallery of twentieth-century intellectuals, including Randolph Bourne, Dwight Macdonald, Lionel Trilling, Irving Howe, Isaiah Berlin, William F. Buckley Jr., Allan Bloom, Richard Rorty, Stanley Fish, Christopher Lasch, Edward Said, Ellen Willis, and Christopher Hitchens. It also includes two essays on intellectuals and politics and concludes with one on moral consequences of our species cyber-evolution. George Scialabba, a columnist for the Boston Globe and contributor to the Boston Review, Dissent, the American Prospect, and the Nation, is admired by a circle of discerning readers. WHAT ARE INTELLECTUALS GOOD FOR?, his second essay collection, brings his voice to a larger audience. Scott McLemee, the Intellectual Affairs columnist of InsideHigherEd, has contributed a foreword.",['Literary Criticism'],250.0,en,2009,
"['Bates, George, bookseller, London']",Catalogue ... of Rare and Interesting Books ...,,,,en,,
"['Millicent Bell', 'Stanley Brodwin', 'Louis J. Budd', 'George C. Carrington (Jr.)', 'James Melville Cox', 'Victor Doyno', 'Allison R. Ensor', 'John C. Gerber', 'Stephen Gilman', 'Jan B. Gordon', 'Hamlin Lewis Hill', 'William E. Lenz', 'Jay Martin', 'Fritz Oehlschlaeger', 'Roy Harvey Pearce', 'Tom Quirk', 'Robert Regan', 'David R. Sewell', 'Robert Shulman', 'Eric Solomon', 'Jeffrey Steinbrink', 'Nancy A. Walker']",One Hundred Years of Huckleberry Finn,"Twenty-five essays written by a group of scholars which reassesses the status of Twain's Huckleberry Finn in American literature and in contemporary American culture, reevaluating past scholarship and exploring new directions. A biography of the book's first hundred years (in 1985).",['Literary Criticism'],428.0,en,1985,
['George William Sanderlin'],College Reading,,['American literature'],849.0,en,1953,
"['Barbara Radcliffe Rogers', 'George McDonald', 'Stillman Rogers']","Nova Scotia, New Brunswick and Prince Edward Island","Spring is the showcase of Frommer's new emphasis on outdoor activities and adventure travel! Head for the beaches and water sports with a brand-new guide to Nova Scotia or hike through the Rockies with first editions of Frommer's Utah and Montana and Wyoming. Updated editions of Alaska and Canada highlight the natural wonders of these areas and help the traveler to experience it all firsthand. All-new guides to Greece and Israel will contain sections on beaches and outdoor activities as well as detailed coverage of the cultural and historical sites. New features and expanded coverage along with the Frommer hallmarks of accuracy, comprehensive coverage, and ease of use promise to provide the best coverage of the most exciting places in the world! Look for: -- Bright new cover look with fabulous photography -- Free full-color foldout maps in the best-selling titles -- Attractive, easy-to-use two-color design -- Easier-to-use, more accurate, and more attractive two-color interior maps -- Four-color maps on the inside covers -- Expanded coverage of the outdoors -- including sites and activities and discoveries off beaten track -- Opinionated ""Best of the Destination"" sections to open each guide and point readers to the highlights of the area Get away from it all and enjoy the magnificent views with this brand-new guide. Look for complete coverage of historic fishing villages, beaches, scenic drives, biking, nature walks, whale watching, and birding as well as details of local homestays, B&Bs, and the best lobster suppers.",['Labrador (N.L.)'],213.0,en,1996,
['George P. Lilley'],"Anthony Powell, a Bibliography",,['Reference'],280.0,en,1993,
['George A. Panichas'],Growing Wings to Overcome Gravity,"Writers of novels, plays, and poems use their imagination with an evident freedom; by contrast, makers of Christian doctrine seem to impose limits, reducing the open-ended meaning of images to exact concepts and summing up the loose ends of stories in one unified Story. But the author of this study sets out to show how images and stories in literature can actually help the theologian to make doctrinal statements, while at the same time careful theological thinking can assist the critical reading of literary texts. Such a dialogue is worked out in studies of the poetry, of William Blake and Gerard Manley Hopkins, and the novels of D. H. Lawrence, Iris Murdoch, and William Going. Here the tension between the freedom of imagination and the limits of doctrine is seen to be only a part of more far-reaching tensions of freedom in human life, which account for a sense of 'fallenness', and which a dialogue between literature and Christian doctrine can do much to illuminate. In all this, the relationship between imagination and revelation is never far from the center of the discussion.",['Literary Criticism'],340.0,en,1999,
['George S. Howard'],Basic Research Methods in the Social Sciences,,['Ciencias sociales - Investigación'],249.0,en,1985,
['George Woodcock'],Hugh MacLennan,,,121.0,en,1969,
['George Philip & Son'],Essex,"A brand new title combining the successful colour atlases of North Essex and South Essex, giving the most comprehensive and detailed coverage of the entire county. This edition shows detail of the new A120 and also includes Ipswich and Felixstowe. No other atlas names every street in Essex.The mapping is produced by the Ordnance Survey to our specification and gives the user complete coverage of all urban and rural areas. The mapping is at a standard scale of 31/2 inches to 1 mile, 21/2 inches to 1 mile in the pocket edition, and is complete with postcode boundaries.The atlas is ideally suited for both business and leisure use. There is a route-planning map and an administrative and postcode map at the front of the atlas. The main maps show every named road, street and lane clearly with through-routes highlighted. School locations are marked and emergency services, hospitals, police stations, car parks and rail and bus station locations are all featured. There is a comprehensive index of street names and postcodes that includes schools, industrial estates, hospitals, sports centres, etc, which are highlighted in colour.Main map scale: 3.5 inches to 1 mile",['Cities and towns'],448.0,en,2003,
['George Carter'],Sketch Map Geography,,['England'],32.0,en,1912,
"['George J. Bryjak', 'Michael P. Soroka']",Sociology,"A paperback that helps readers understand not only their own society, but also the forces of globalization and modernization that are transforming the world. Sociology: Changing Societies in a Diverse World offers one of the broadest perspectives. It examines the basic structures and institutions of society, as well as the dynamics of social behavior, starting with the world students know best - contemporary American society with all of its diversity. In addition, the authors treat modernization - a process that is transforming countries in every stage of development throughout the world - as a core topic for sociological understanding. Readers will see how modernization affects virtually all aspects of contemporary society, and explains many of the momentous events occurring in the world today. For anyone who needs an introduction to sociology.",['Social Science'],400.0,en,2000,
"['George Willard White', 'Stanley M. Totten']","Glacial Geology of Ashtabula County, Ohio",,['Geology'],48.0,en,1979,
"['Alec Gallup', 'George Gallup']",The Gallup Poll Cumulative Index,"Scholarly Resources is pleased to announce the publication of The Gallup Poll Cumulative Index, the long-anticipated guide to the Gallup Poll public opinion surveys. The Gallup Poll is the most comprehensive single source of American public opinion. For well over 60 years, the Gallup Organization has recorded the attitudes, beliefs, and values of Americans. The Gallup Poll is the only single work that captures the constantly shifting opinions and perceptions of Americans. Now available, in this one volume, is an invaluable reference tool to the 1935-1997 volumes of the Gallup Poll, and also an overall history to the past sixty-two years of Gallup surveys. The Cumulative Index allows researchers easy access to the results of poll conducted between 1935 and 1997. All libraries, particularly those who own all or a portion of the annual editions will want to add this important resource to their collection.",['Political Science'],596.0,en,1999,
['Ruskin Bond'],Delhi Is Not Far,"The residents of Pipalnagar, a dull and dusty small town, hope to one day leave behind their humdrum lives for the thrills of Delhi. Deep Chand, the barber, dreams of giving the prime minister a haircut; Pitamber wishes to ride an autorickshaw instead of pulling a cycle-rickshaw; and Aziz will be happy with a junk shop in Chandni Chowk. Sharing their dreams of escape is the narrator Arun, a struggling detective-fiction writer. As he waits for inspiration to write a blockbuster, he seeks and discovers love in unusual places—with the young prostitute Kamla, wise beyond her years, and the orphan and epileptic Suraj, surprisingly optimistic despite his difficult circumstances. In Delhi Is Not Far, one of his most enduring novels, Ruskin Bond sketches a moving portrait of small- town India with characteristic sympathy and quiet wisdom.",['Fiction'],128,en,2017-05-15,4
['Ruskin Bond'],The Adventures of Rusty,"Rusty, the boy whose stories have charmed and entertained children for years, brings together his best adventures in one volume! From the time he was a boy living with his grandparents in Dehra, surrounded by an assortment of odd animals, people and relatives, to when he gets sent away to school, then makes his way to London and becomes a writer, Rusty's had more adventures than we can count. This omnibus edition contains his best, funniest, most exciting escapades. In these pages, there's Toto, the monkey that travelled in a bag on a train; an encounter with a leopard; life as a young writer in faraway London; and the return home to roots that were always loved and never forgotten. An evergreen classic of children's writing in India, The Adventures of Rusty will be enjoyed like never before.",['Juvenile Fiction'],286,en,2017-11-28,5
['Ruskin Bond'],Collected Short Stories,"Ruskin Bond wrote his first short story 'Untouchable' at the age of sixteen, and has been writing memorable fiction ever since. This wonderful collection brings seventy stories together.",['Fiction'],624,en,2016,
['Ruskin Bond'],Falling in Love Again,"Once I saw her, leaning over the balcony railing. I stopped the taxi and waved to her. She waved back, smiling like the sun breaking through clouds. Suffused with warmth and passion, the stories in Falling in Love Again showcase the myriad variations of romantic love-fleeting, intimate, joyous, heartbreaking. Featuring classic stories by Ruskin Bond, such as 'The Eyes Have It' and 'The Girl from Copenhagen', this stirring collection captures the range of feelings that are indubitably part of the infinite spectrum of love.",,197,en,2013,5
['Ruskin Bond'],When Darkness Falls and Other Stories,,['India'],120,en,2001,
['Ruskin Bond'],Escape from Java and other Tales of Danger,"Join intrepid heroes and dauntless heroines in their quest for survival against earthquakes, fire, floods and bombs! Live life on the edge with five stories of danger and adventure. Flee with Romi as he rides his cycle straight into the river to get away from a fearsome forest fire; listen in to Ruth’s hair-raising story of escape from rioting sepoys during the uprising of 1857; read about the author’s miraculous flight from Java as Japanese planes bombard the city; witness the havoc wreaked by the deadliest earthquake ever in Rakesh’s town, Shillong; and watch Sita combat a fatal flood. Written in Ruskin Bond’s inimitable style, with doses of humour and excitement, these extraordinary stories are simply unputdownable.",['Juvenile Fiction'],184,en,2015-02-06,
['Ruskin Bond'],Secrets,This brilliant new collection of stories by one of India's best-loved storytellers richly evokes Dehradun of the 1940s; with its quaint cinema halls and crumbling villas; its modest chaat-shops and ubiquitous tongas. But; as young Ruskin--the narrator in these interconnected tales--soon discovers; not all is as it seems in this sleepy town. Behind the tranquil facade; Dehra is home to a cast of colourful characters: from plucky old women to possible murderers. 'The Canal' is a joyful tribute to adolescent mischief and adult resolve; in which a group of roguish boys must face the consequences of antagonizing the much-feared Miss Gamla. 'Over the Wall' celebrates the resilience and hard-won dignity of a man ravaged by leprosy as he struggles to come to terms with his malady. The dashing young army captain in 'At Green's Hotel' might be the perfect gentleman--or a murderer. And in 'The Skeleton in the Cupboard'; an old scandal is revived following a chance discovery; leading to wholly unexpected results. By turns charming and poignant; witty and exhilarating; Secrets is vintage Bond.,['Dehra Dūn (India)'],168,en,2011,5
['Ruskin Bond'],The Hidden Pool,"Ruskin Bond's first novel for children in a whole new look! Laurie, an English boy in a small hill town in India, strikes up an unlikely friendship with Anil, the son of a local cloth merchant, and Kamal, an orphan who sells buttons and shoelaces but dreams of going to college. One day the three discover a secret pool on the mountainside, and it is there that they plan their greatest escapade yet—a trek to the Pindari Glacier, where no one from their town has gone before. This newly illustrated edition of Bond’s magical tale of camaraderie and adventure is sure to win over yet another generation of readers.",['Juvenile Fiction'],88,en,2015-06-01,5
['Ruskin Bond'],Rusty Goes To London,"In his early twenties now, Rusty finally leaves Dehra and books a passage to England, dreaming of writing and selling his novel abroad. First in Jersey, and then in in London, he works as a clerk by day and writes in the evenings. Eventually, the novel is finished and Rusty even finds a publisher. But this, he discovers, does not mean that his book will see the light of day soon. But London has many adventures in store for Rusty. Strolling down Baker Street, he runs into Sherlock Holmes, is accosted by Rudyard Kipling and has an escapade in the Chinese quarter! After three years abroad, however, Rusty realizes that he wants to make India his permanent home. Returning to Dehra, he renews some acquaintances and makes a few new ones, and settles into his role as full-time author. Full of interesting stories and memorable characters, Rusty Goes to London will delight all of Ruskin Bond's fans.",['Literary Collections'],272,en,2014-11-21,
['Ruskin Bond'],Maharani,"H.H. is the spoilt, selfish, beautiful widow of the Maharaja of Mastipur. She lives with her dogs and her caretaker, Hans, in an enormous old house in Mussoorie, taking lovers and discarding them, drinking too much and fending off her reckless sons who are waiting hungrily for their inheritance. The seasons come and go, hotels burn down, cinemas shut shop and people leave the hill station never to return, but H.H. remains constant and indomitable. Observing her antics, often with disapproval, is her old friend Ruskin, who can never quite cut himself off from her. Melancholic, wry and full of charm, Maharani is a delightful novella about love, death and friendship.",['Indic fiction (English)'],192,en,2017-05,
['Ruskin Bond'],Rain in the Mountains,"Ruskin Bond was born in Kasauli, Himachal Pradesh, in 1934, and grew up in Jamnagar (Gujarat), Dehradun and Shimla. In the course of a writing career spanning thirty-five years, he has written over a hundred short stories, essays, novels and more than thirty books for children. Three collections of the short stories, The Night Train at Deoli, Time Stops at Shamli and Our Trees Still Grow in Dehra have been published by Penguin India. He has also edited two anthologies, The Penguin Book of Indian Ghost Stories and The Penguin Book of Indian Railway Storeis. The Room on the Roof was his first novel, written when he was seventeen, and it received the John Llewellyn Rhys Memorial Prize in 1957. Vagrants in the Valley was also written in his teens and picks up from where The Room on the Roof leaves off. These two novellas were published in one volume by Penguin India in 1993 and in early 1995 a collection of stories, essays, poems and a novella were brought out in a volume titled Delhi Is Not Far: The Best of Ruskin Bond. Ruskin Bond received the Sahitya Akademi Award for English writing in India for 1992, for Our Trees Still Grow in Dehra.",['Himalaya Mountains'],270,en,2003-04,3
['Ruskin Bond'],Children of India,"'They pass me everyday, on their way to school-boys and girls from the surrounding villages and the outskirts of the hill station. For many of them, it's a very long walk to school.' Adventurous children, mischievous children, responsible children-there are children of every kind in this collection of stories about the children of India. Ruskin Bond, one of India's favourite children's writers, has created memorable child protagonists in his short stories, novellas and novels. From Bina and Rusty to the Four Feathers, these characters have delighted readers for years. In this collection, Ruskin Bond brings together some of these unforgettable children and brings alive, once more, the happiness, wonder, heartache and freedom of childhood.",['Fiction'],128,en,2017,
['Ruskin Bond'],A Handful of Nuts,,['Indic fiction (English)'],120,en,2009,
['Ruskin Bond'],Panther's Moon and Other Stories,"A collection of animal stories, set in India. The author also wrote Flames in the Forest and Getting Grannie's Glasses.",['Animals'],132,en,1991,
['Ruskin Bond'],Earthquake,"What do you do when there's an earthquake?' asks Rakesh. Everyone in the Burman household has their own ideas, but when the tremors begin and things start to quake and crumble, they are all taken by surprise. Amidst the destruction, Rakesh's family stays strong. But will they survive the onslaught of yet another earthquake?",,72,en,2016-02-24,
['Ruskin Bond'],"Uncles, Aunts and Elephants","A timeless selection of writings from India’s best-loved author I know the world’s a crowded place, And elephants do take up space, But if it makes a difference, Lord, I’d gladly share my room and board. A baby elephant would do . . . But, if he brings his mother too, There’s Dad’s garage. He wouldn’t mind. To elephants, he’s more than kind. But I wonder what my Mum would say If their aunts and uncles came to stay! Ruskin Bond has regaled generations of readers for decades. This delightful collection of poetry, prose and non-fiction brings together some of his best work in a single volume. Sumptuously illustrated, Uncles, Aunts and Elephants: Tales from Your Favourite Storyteller is a book to treasure for all times.",['Juvenile Fiction'],352,en,2014-08-15,4
['Ruskin Bond'],How to Be a Writer,"Writing for me is the simplest and greatest pleasure in the world. How to be a Writer is peppered with nuggets of practical advice for every person who is aspiring to write and be published, all told in Ruskin Bond's characteristic understated, tongue-in-cheek, humorous style. So, what is it that a person requires the most to become a writer? A love of books, of language, of life, an observant eye and a good memory along with enthusiasm, optimism and persistence. This book is an exclusive glimpse into the writing credo of Ruskin Bond, an author who has had an incredibly successful writing career spanning over seventy years.",,126,en,2021-05-04,
['Ruskin Bond'],The Night Train at Deoli,"An enchanting collection of stories from the heartland of India Ruskin Bond’s simple characters, living amidst the lush forests of the Himalayan foothills, are remarkable for their quiet heroism, courage and grace, and age-old values of honesty and fidelity. Residents of nondescript villages and towns, they lead lives that are touched by natural beauty as well as suffering—the loss of a loved parent, unfulfilled dreams, natural calamities, ghostly visitations, a respected teacher turned crooked, strangers who make a nuisance of themselves—which only reinforces their abiding faith in God, family and neighbour. Told in Bond’s distinctive style, these stories are a magnificent evocation of an India that may be fast disappearing.",['Fiction'],248,en,2016-04-01,
['Ruskin Bond'],The Tree Lover,"Everything that you’ve always loved about Ruskin Bond is back His mesmerizing descriptions of nature and his wonderful way with words—this is Ruskin Bond at his finest. Read on as Rusty tells the story of his grandfather’s relationship with the trees around him, who’s convinced that they love him back with as much tenderness as he loves them.",['Juvenile Fiction'],64,en,2017-01-27,
['Ruskin Bond'],Season of Ghosts,"Ghosts, fairies, witches, and monsters inhabit tales set in the cities and countryside of India.","[""Children's stories, Indic (English)""]",214,en,2000,
['Ruskin Bond'],Unhurried Tales,"Unhurried Tales: My Favourite Novellas brings together, for the very first time, Ruskin Bond's favourite (and finest) novellas. The stories in this book include Time Stops at Shamli (written in 1956 and published for the first time in 1987); The Blue Umbrella, which has been a bestseller for the last forty years; Angry River, which was a longer work when it was first written; Bus Stop, Pipalnagar; Night of the Leopard; The Last Tiger and Tales of Fosterganj, his latest novella, which was published in 2013. These stories speak of a world that has long vanished, but it is a world that has lost none of its power to enchant. Whether we are accompanying Sita on her perilous journey down the angry river or Bisnu as he gets the better of a dangerous leopard, whether we delight in Binya's joy at owning her blue umbrella or are saddened by the fate of the last tiger, whether we laugh uproariously at the antics of the eccentric guests at the 'hotel' in Shamli, get involved in the adventures of the boys in Pipalnagar or plunge into the various goings-on in the 'backwater' of Fosterganj, we are always entertained, always charmed. All the stories unwind in an unhurried way, even those that are filled with death-defying thrills and spills, and it is this quality that enables us to sink into them and experience to its fullest the magic of the fiction that Ruskin Bond has spun out of the hills and small towns of India for over sixty years.",['Fiction'],250,en,2017-12,
['Ruskin Bond'],A Little Book of Life,"Ruskin Bond, Indias most loved author, puts together his favourite sayings, aphorisms and quotations in this delightful little book on life and living. Drawing on his own observations and life experiences and those of his favourite authors, he presents thoughts on nature, friendship, love, family, money, enemies in short, pithy statements. This is a book you can dip into anytime, and come up with something that will make you smile or think with its wit and gentle common sense.",['Social Science'],170,en,2012-10,
['Ruskin Bond'],A Face in the Dark and Other Hauntings,"Ruskin Bond Once Famously Remarked That While He Does Not Believe In Ghosts, He Sees Them All The Time&Mdash;In The Woods, In A Bar, In A Crowd Outside A Cinema. Not Surprising, Then, That In His Stories, Ghosts, Jinns, Witches&Mdash;And The Occasional Monster&Mdash;Are As Real As The People He Writes About. He Makes The Supernatural Appear Entirely Natural, And Therefore Harder To Ignore. This Collection Brings Together All Of Ruskin Bond'S Tales Of The Paranormal Written Over Five Decades. It Opens With Perhaps His Best-Known Story, The Unforgettable `A Face In The Dark', Set In A Pine Forest Outside Simla, And Ends With The Shockingly Macabre `Night Of The Millennium', Where The Scene Of The Action Is An Abandoned Cemetery. In Between Are Tales Featuring Monkeys And A Pack Of Dogs Come Back From The Dead, An Elderly Lady Who Is A Witch After Dark, A Schoolboy Riding His Bicycle Up And Down The Country Road Where He Was Killed, And Kipling'S Ghost In London'S Victoria And Albert Museum. Comprising Twenty-Eight Classic Stories That Range From The Chilling To The Whimsical (For `The Supernatural Has Its Funny Side Too'), A Face In The Dark And Other Hauntings Is The Perfect Collection To Have By Your Bedside When The Moon Is Up.",['Ghost stories'],216,en,2004,4
['Ruskin Bond'],The Perfect Murder,"In that dim corner of the cafe was planned the perfect murder. Paul had long since realized that the affair was not so easy of accomplishment as he had so airily suggested. For the thing must be done without violence, without clues, without trace. Is the perfect murder ever possible? Find out, in this collection of stories where plenty of mysterious and strange crimes occur. Featuring some of the best writers of this genre, from Arthur Conan Doyle and Wilkie Collins to Edgar Allen Poe and Ruskin Bond, these stories will keep the reader hooked as they try to guess the motives, alibis and identity of the murderer. Baffling and exciting, this book is for those who enjoy pitting brains against some of the most accomplished writers of mystery stories.",['Literary Criticism'],176,en,2017,5
['Ruskin Bond'],Scenes from a Writers Life,"The making of a writer Ruskin Bond's first full-fledged autobiographical book covers his -formative years,' till the age of twenty-one. The world of Anglo-India, with all its conflicting pulls, comes alive as he tells his story. His earliest memoirs are bitter-sweet, and relate to Jamnager where he lives till he is six. The happy hours spent in exploring the Ram Vilas Palace grounds and playing with his younger sister Ellen and the palace children are overshadowed by the acrimonious relation between his parents. Their estrangement while he is still a child leaves him with a life-long sense of insecurity. His unhappiness is exacerbated by the untimely death of his father "" his emotional anchor when the author is just ten. Forced to stay with his mother and his stepfather, both of whom are absorbed in their own worlds, he tries to fend off his loneliness through books and the company of a few friends. Left for the most part to himself, the gentle dreamer realizes very early as -a pimply adolescent' his calling as a writer. His first book, The Room on the Roof, materializes in England, the land of his forefathers, where he is sent to make a career for himself. Despite the unexpected success of his novel, which wins a major British literary prize, the author's yearning for India is too powerful to let him remain abroad for long. He returns and begins a writing career which has spanned four decades, and earned him a place in the pantheon of great Indian writers.",['Biography & Autobiography'],210,en,2017-08-29,
['Ruskin Bond'],School Times,Who would you like to meet-the adventurous 'four feathers' from the prep-school in Shimla or the Eurasian schoolboy and his funny grandmother who detests the dirty manners of the English? There are more options: would you like to catch up with the father who became a school boy and attended school again or the small girl who lived on hope that her father would return home from war one day?,['Fiction'],182,en,2015,
['Bond Ruskin'],Little Book of Everything,"Keep this little book by your bedside, or your desk, or on your kitchen shelf, and turn to it from time to time. It will have something comforting or helpful to say to you.",['Self-Help'],96,en,2020,
['Ruskin Bond'],The Big Book of Animal Stories,"And the roar came back to him, calling him, calling him forward: a roar that meant there would be more tigers in the land ' For decades now Ruskin Bond has been charming us with his simple and captivating tales of Himalayan fauna, the zany and temperamental animals that were part of his grandfather's delightful menagerie of unusual pets in Dehra, the peaceful creatures that live in and around his house in Mussoorie, and the mythical and fanciful beings of his fertile imagination. The Big Book of Animal Stories is a compilation of the best of Ruskin Bond animal stories and poems. Its pages are inhabited by the doughty tiger who survives against all odds, spelling hope for India's fast-vanishing wildlife, the beautiful, sinewy leopard whose trust costs him dear, the good-natured hornbill who loves the rain, the mischievous monkey who insists on shaking hands with all who visit the house, the cross-grained cassowary bird who rudely rebuffs all attempts to befriend it, the python who keeps turning up in unexpected places, the squirrel who picks crumbs off the table, the beetle who keeps falling into the goldfish bowl, the whistling thrush, the leopard girl, and the tiger king. Bringing together the finest writing by a master storyteller on the creatures, humble and mighty, that inhabit this earth along with us, this collection will enchant the Bond aficionado and initiate alike.",['Animals'],236,en,2015-08-01,
['Ruskin Bond'],A Mussoorie Mystery,"'Remember the old road, The steep stony path That took us up from Rajpur, Toiling and sweating And grumbling at the climb, But enjoying it all the same..' From 'Remember the Old Road' by Ruskin Bond Sometimes, a journey can be of discovery. And, in this compilation, Ruskin Bond has discovered hair-raising stories of other people's journeys, taken many many years ago. Bond describes the old track from Rajpur to Mussorie, surrounded by Oak trees and colonial buildings in 'The Kipling Road'. Braving blizzards and bandits, M. Huc takes a momentous journey to Ladakh in 'Journey to the Forbidden City', while Osa Johnson, the only woman adventurer in the book, gives her awe-inspiring account of cannibals in 'A Woman Among Cannibals'. Be it travelling for shikar or search for new lands or just for survival, this book is packed with action!",['Fiction'],144,en,2017-09,
['Ruskin Bond'],The Room of Many Colours,,"[""Children's stories, Indic (English)""]",408,en,2014-09-01,
['Ruskin Bond'],The Cherry Tree,,,44,en,2011-12-01,3
['Ruskin Bond'],No Man is an Island,"And the land stretched out before me, and the years fell away, And I was a boy again, And the friends of my youth were there beside me, And nothing had changed. Told in Ruskin Bond's simple yet poignant style, the stories and poems in No Man Is an Island thoughtfully explore the many shades of friendship and camaraderie. Featuring classic tales such as 'The Woman on Platform No. 8', in which a mysterious stranger befriends a young boy, and 'The Crooked Tree', in which a writer and a hawker form an unlikely bond, this heart-warming collection is a must-read.",['Friendship'],179,en,2013,
['Ruskin Bond'],The Empty House,"Strange creatures and supernatural elements abound in this collection of stories. From exploring an empty house with dreadful secrets to the account of an eccentric children's ayah and from vengeful animals carrying a spirit to a bunch of anxious children in a stark landscape-these are some of the most interesting stories about the supernatural. Selected and compiled by Ruskin Bond, this collection includes stories by authors like Rudyard Kipling, Algernon Blackwood, R.L. Stevenson and Alice Perrin, among others.",['Literary Criticism'],162,en,2016-11-21,
['Ruskin Bond'],Great Stories for Children,"Great Stories for Children is a collection of some of Ruskin Bond's most delightful children's stories. It stars Toto, the monkey, who takes a fancy to the narrator's aunt, much to her dismay, a python besotted by his own appearance, a mischievous ghost who enjoys stirring up the house when things get dull, three young children stranded in a storm on the Haunted Hilland Ruskin Bond himself, who happens to make the acquaintance of a ghost at a resort late one night.","[""Children's stories, Indic (English)""]",202,en,2011-11,5
['Ruskin Bond'],A Book of Simple Living,,['Nature'],160,en,2015-03-01,
